Sales Person,Country,Product,Date,Amount,Boxes Shipped,Revenue per Box,Month
Ches Bonnell,UK,Caramel Stuffed Bars,2024-06-02,3063.08,301,10.0,6
Van Tuxwell,USA,Fruit & Nut Bars,2024-07-05,7093.33,233,30.0,7
Andria Kimpton,Canada,Eclairs,2024-08-11,337.37,120,3.0,8
Madelene Upcott,India,Choco Coated Almonds,2024-02-11,3764.59,158,24.0,2
Kelci Walkden,New Zealand,Spicy Special Slims,2024-08-11,695.32,68,10.0,8
Roddy Speechley,Australia,Drinking Coco,2024-05-12,14609.99,111,132.0,5
Wilone O'Kielt,USA,Milk Bars,2024-07-15,5298.68,96,55.0,7
Andria Kimpton,India,Organic Choco Syrup,2024-01-18,4552.3,132,34.0,1
Madelene Upcott,UK,Fruit & Nut Bars,2024-01-05,9099.26,199,46.0,1
Curtice Advani,Australia,50% Dark Bites,2024-06-29,603.97,239,3.0,6
Brien Boise,Canada,Raspberry Choco,2024-06-14,3172.23,46,69.0,6
Gunar Cockshoot,India,Mint Chip Choco,2024-08-08,4737.32,74,64.0,8
Dennison Crosswaite,India,Mint Chip Choco,2024-03-23,15201.56,142,107.0,3
Barr Faughny,India,Caramel Stuffed Bars,2024-01-04,7912.62,106,75.0,1
Brien Boise,India,Milk Bars,2024-02-22,14190.78,269,53.0,2
Beverie Moffet,UK,Spicy Special Slims,2024-02-17,9327.08,259,36.0,2
Barr Faughny,USA,Almond Choco,2024-02-03,434.42,83,5.0,2
Van Tuxwell,Canada,Raspberry Choco,2024-03-17,1497.58,132,11.0,3
Wilone O'Kielt,Australia,Baker's Choco Chips,2024-01-25,3124.74,155,20.0,1
Brien Boise,Australia,Milk Bars,2024-07-27,2356.21,54,44.0,7
Husein Augar,Australia,Fruit & Nut Bars,2024-01-28,8548.0,55,155.0,1
Madelene Upcott,Australia,Organic Choco Syrup,2024-07-05,12094.34,52,233.0,7
Van Tuxwell,India,White Choc,2024-03-15,2119.42,46,46.0,3
Gunar Cockshoot,Canada,After Nines,2024-08-04,3038.32,220,14.0,8
Jan Morforth,USA,Fruit & Nut Bars,2024-06-27,5187.72,382,14.0,6
Jan Morforth,Canada,After Nines,2024-07-13,5384.52,180,30.0,7
Barr Faughny,New Zealand,Manuka Honey Choco,2024-02-24,6575.07,249,26.0,2
Karlen McCaffrey,New Zealand,85% Dark Bars,2024-06-28,6350.37,59,108.0,6
Oby Sorrel,Australia,85% Dark Bars,2024-06-30,7488.06,28,267.0,6
Curtice Advani,Canada,Choco Coated Almonds,2024-08-18,6997.57,7,1000.0,8
Kaine Padly,India,70% Dark Bites,2024-01-24,13081.57,324,40.0,1
Beverie Moffet,USA,White Choc,2024-03-11,5964.72,136,44.0,3
Ches Bonnell,New Zealand,After Nines,2024-06-23,6651.11,377,18.0,6
Husein Augar,India,Spicy Special Slims,2024-08-22,2606.11,31,84.0,8
Gunar Cockshoot,Canada,50% Dark Bites,2024-01-04,3615.98,24,151.0,1
Curtice Advani,India,Milk Bars,2024-04-05,3658.27,210,17.0,4
Beverie Moffet,India,Milk Bars,2024-04-15,1997.46,314,6.0,4
Husein Augar,Australia,White Choc,2024-05-11,3618.67,213,17.0,5
Andria Kimpton,Canada,Manuka Honey Choco,2024-07-21,5538.85,492,11.0,7
Jan Morforth,New Zealand,Orange Choco,2024-02-11,1382.49,86,16.0,2
Andria Kimpton,Canada,Smooth Sliky Salty,2024-07-08,1223.79,81,15.0,7
Gunar Cockshoot,UK,Raspberry Choco,2024-08-11,8043.29,344,23.0,8
Husein Augar,New Zealand,After Nines,2024-08-04,6878.47,7,983.0,8
Andria Kimpton,New Zealand,Orange Choco,2024-06-14,9420.22,94,100.0,6
Dennison Crosswaite,UK,Baker's Choco Chips,2024-01-17,2516.34,293,9.0,1
Jehu Rudeforth,Canada,Orange Choco,2024-06-23,4334.75,529,8.0,6
Jehu Rudeforth,UK,Smooth Sliky Salty,2024-08-24,1588.49,111,14.0,8
Andria Kimpton,UK,Caramel Stuffed Bars,2024-06-07,8959.38,271,33.0,6
Jan Morforth,UK,White Choc,2024-06-22,9409.06,46,205.0,6
Dotty Strutley,USA,Fruit & Nut Bars,2024-07-13,3315.64,268,12.0,7
Kelci Walkden,UK,Choco Coated Almonds,2024-05-24,10920.7,210,52.0,5
Gunar Cockshoot,New Zealand,After Nines,2024-08-09,7605.55,154,49.0,8
Kaine Padly,Canada,85% Dark Bars,2024-04-06,1859.96,33,56.0,4
Jan Morforth,New Zealand,Manuka Honey Choco,2024-07-28,1743.87,259,7.0,7
Gunar Cockshoot,New Zealand,Raspberry Choco,2024-08-24,758.28,57,13.0,8
Van Tuxwell,Australia,99% Dark & Pure,2024-01-17,125.37,138,1.0,1
Curtice Advani,USA,Drinking Coco,2024-02-07,6170.75,149,41.0,2
Brien Boise,Australia,Spicy Special Slims,2024-05-09,6867.13,273,25.0,5
Mallorie Waber,New Zealand,85% Dark Bars,2024-06-06,8775.45,113,78.0,6
Wilone O'Kielt,USA,Choco Coated Almonds,2024-06-06,10422.84,6,1737.0,6
Beverie Moffet,New Zealand,Organic Choco Syrup,2024-05-24,7402.04,231,32.0,5
Gunar Cockshoot,UK,50% Dark Bites,2024-01-13,2498.04,129,19.0,1
Marney O'Breen,USA,Raspberry Choco,2024-05-23,6873.56,152,45.0,5
Jehu Rudeforth,UK,White Choc,2024-06-29,2015.93,304,7.0,6
Jehu Rudeforth,New Zealand,85% Dark Bars,2024-03-11,8077.51,95,85.0,3
Dotty Strutley,USA,85% Dark Bars,2024-04-25,11149.46,538,21.0,4
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2024-05-30,4739.39,236,20.0,5
Curtice Advani,India,Manuka Honey Choco,2024-05-23,1844.54,185,10.0,5
Mallorie Waber,USA,Peanut Butter Cubes,2024-05-23,1263.98,19,67.0,5
Van Tuxwell,Canada,Peanut Butter Cubes,2024-06-24,7527.84,306,25.0,6
Kelci Walkden,New Zealand,Smooth Sliky Salty,2024-03-11,12265.45,268,46.0,3
Rafaelita Blaksland,USA,Smooth Sliky Salty,2024-07-27,17662.05,230,77.0,7
Rafaelita Blaksland,USA,White Choc,2024-08-16,5520.0,120,46.0,8
Roddy Speechley,Canada,Smooth Sliky Salty,2024-03-07,10712.76,11,974.0,3
Curtice Advani,New Zealand,After Nines,2024-04-05,8416.8,29,290.0,4
Camilla Castle,India,85% Dark Bars,2024-05-04,9986.05,54,185.0,5
Ches Bonnell,USA,Choco Coated Almonds,2024-01-04,15629.82,89,176.0,1
Marney O'Breen,Australia,Baker's Choco Chips,2024-01-13,6224.33,100,62.0,1
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2024-07-11,7736.85,95,81.0,7
Kaine Padly,Australia,Mint Chip Choco,2024-05-17,4860.75,162,30.0,5
Camilla Castle,New Zealand,Peanut Butter Cubes,2024-07-21,1754.64,62,28.0,7
Curtice Advani,Canada,Organic Choco Syrup,2024-02-22,897.13,24,37.0,2
Jan Morforth,India,99% Dark & Pure,2024-05-23,10607.29,182,58.0,5
Rafaelita Blaksland,Canada,Drinking Coco,2024-07-12,10772.0,192,56.0,7
Jan Morforth,UK,Orange Choco,2024-06-15,4116.96,203,20.0,6
Barr Faughny,New Zealand,50% Dark Bites,2024-06-23,5185.36,321,16.0,6
Curtice Advani,Australia,Eclairs,2024-03-25,6974.95,58,120.0,3
Jan Morforth,India,Caramel Stuffed Bars,2024-07-04,99.5,161,1.0,7
Andria Kimpton,UK,White Choc,2024-05-12,10203.47,109,94.0,5
Camilla Castle,New Zealand,Raspberry Choco,2024-04-04,5081.52,148,34.0,4
Madelene Upcott,Australia,Orange Choco,2024-04-15,7166.62,381,19.0,4
Roddy Speechley,Canada,Eclairs,2024-03-08,7026.54,95,74.0,3
Karlen McCaffrey,India,White Choc,2024-01-17,8265.32,251,33.0,1
Wilone O'Kielt,India,Mint Chip Choco,2024-08-22,1516.19,53,29.0,8
Andria Kimpton,UK,99% Dark & Pure,2024-07-25,1258.54,72,17.0,7
Marney O'Breen,UK,50% Dark Bites,2024-06-14,3506.38,126,28.0,6
Ches Bonnell,India,Choco Coated Almonds,2024-04-05,10969.0,83,132.0,4
Madelene Upcott,UK,Raspberry Choco,2024-08-26,8442.19,347,24.0,8
Wilone O'Kielt,Australia,50% Dark Bites,2024-08-03,11000.85,112,98.0,8
Gigi Bohling,Canada,White Choc,2024-07-11,6987.59,4,1747.0,7
Wilone O'Kielt,New Zealand,Eclairs,2024-03-11,3735.0,21,178.0,3
Brien Boise,UK,Peanut Butter Cubes,2024-01-10,17346.79,32,542.0,1
Roddy Speechley,UK,Baker's Choco Chips,2024-04-04,16517.2,349,47.0,4
Karlen McCaffrey,Australia,50% Dark Bites,2024-01-17,7642.94,778,10.0,1
Marney O'Breen,New Zealand,Organic Choco Syrup,2024-07-08,10337.23,49,211.0,7
Jan Morforth,UK,Organic Choco Syrup,2024-04-12,1367.24,384,4.0,4
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2024-08-24,570.58,191,3.0,8
Ches Bonnell,UK,Choco Coated Almonds,2024-06-07,2012.27,259,8.0,6
Gunar Cockshoot,Canada,Almond Choco,2024-07-28,1469.24,29,51.0,7
Husein Augar,USA,99% Dark & Pure,2024-02-21,10020.18,113,89.0,2
Dennison Crosswaite,Canada,Mint Chip Choco,2024-04-08,1914.65,304,6.0,4
Brien Boise,UK,Manuka Honey Choco,2024-06-28,73.91,101,1.0,6
Van Tuxwell,UK,Baker's Choco Chips,2024-03-24,2794.33,21,133.0,3
Barr Faughny,Australia,Caramel Stuffed Bars,2024-07-29,3192.06,54,59.0,7
Dennison Crosswaite,USA,Eclairs,2024-05-25,2447.37,98,25.0,5
Gigi Bohling,Australia,Raspberry Choco,2024-03-30,7696.46,313,25.0,3
Dennison Crosswaite,USA,Organic Choco Syrup,2024-07-18,14731.55,132,112.0,7
Beverie Moffet,Canada,Orange Choco,2024-05-10,9321.64,111,84.0,5
Mallorie Waber,Australia,Choco Coated Almonds,2024-03-18,18473.63,88,210.0,3
Ches Bonnell,India,Caramel Stuffed Bars,2024-06-15,7437.55,54,138.0,6
Van Tuxwell,Canada,50% Dark Bites,2024-05-12,14581.33,58,251.0,5
Kelci Walkden,New Zealand,Baker's Choco Chips,2024-06-23,3389.96,115,29.0,6
Beverie Moffet,India,Spicy Special Slims,2024-04-21,3968.38,182,22.0,4
Gigi Bohling,Australia,Almond Choco,2024-08-17,1084.26,120,9.0,8
Rafaelita Blaksland,New Zealand,Eclairs,2024-02-07,20690.2,51,406.0,2
Kelci Walkden,Canada,Smooth Sliky Salty,2024-03-17,8929.57,121,74.0,3
Jan Morforth,India,Baker's Choco Chips,2024-08-01,15497.27,85,182.0,8
Jehu Rudeforth,Australia,Milk Bars,2024-03-18,9172.13,30,306.0,3
Gigi Bohling,Canada,Fruit & Nut Bars,2024-06-14,6093.61,104,59.0,6
Beverie Moffet,UK,Eclairs,2024-04-22,9144.79,156,59.0,4
Marney O'Breen,New Zealand,Eclairs,2024-01-18,5902.91,31,190.0,1
Husein Augar,Australia,99% Dark & Pure,2024-08-26,3277.47,131,25.0,8
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2024-06-10,9759.53,424,23.0,6
Curtice Advani,Canada,70% Dark Bites,2024-01-31,2504.9,7,358.0,1
Kelci Walkden,New Zealand,Manuka Honey Choco,2024-04-08,1527.99,107,14.0,4
Dotty Strutley,Australia,Baker's Choco Chips,2024-06-07,3767.49,65,58.0,6
Barr Faughny,Australia,85% Dark Bars,2024-02-10,9452.18,42,225.0,2
Beverie Moffet,Australia,50% Dark Bites,2024-05-16,764.63,441,2.0,5
Gunar Cockshoot,India,Baker's Choco Chips,2024-03-18,2432.75,535,5.0,3
Van Tuxwell,Australia,50% Dark Bites,2024-07-13,779.04,134,6.0,7
Oby Sorrel,USA,Manuka Honey Choco,2024-07-25,5050.53,85,59.0,7
Van Tuxwell,Canada,Choco Coated Almonds,2024-08-19,2727.35,293,9.0,8
Karlen McCaffrey,Canada,70% Dark Bites,2024-06-24,9089.21,602,15.0,6
Kelci Walkden,Canada,Fruit & Nut Bars,2024-06-20,881.49,152,6.0,6
Camilla Castle,India,99% Dark & Pure,2024-08-02,227.55,225,1.0,8
Madelene Upcott,New Zealand,70% Dark Bites,2024-02-22,14193.58,102,139.0,2
Mallorie Waber,New Zealand,Orange Choco,2024-02-01,7459.88,23,324.0,2
Jan Morforth,Canada,70% Dark Bites,2024-02-14,6578.55,312,21.0,2
Kelci Walkden,Australia,Milk Bars,2024-02-24,8975.44,137,66.0,2
Dennison Crosswaite,India,Orange Choco,2024-03-18,852.29,123,7.0,3
Husein Augar,UK,Eclairs,2024-08-30,1955.2,250,8.0,8
Gigi Bohling,USA,Peanut Butter Cubes,2024-05-09,323.29,72,4.0,5
Wilone O'Kielt,USA,Smooth Sliky Salty,2024-01-18,542.39,86,6.0,1
Curtice Advani,India,White Choc,2024-07-04,7666.62,347,22.0,7
Oby Sorrel,New Zealand,Spicy Special Slims,2024-06-03,1826.32,13,140.0,6
Beverie Moffet,New Zealand,Peanut Butter Cubes,2024-02-23,11510.68,30,384.0,2
Dotty Strutley,New Zealand,99% Dark & Pure,2024-05-09,12263.85,223,55.0,5
Kelci Walkden,India,70% Dark Bites,2024-06-06,3878.6,108,36.0,6
Kelci Walkden,India,Drinking Coco,2024-07-04,8328.52,238,35.0,7
Brien Boise,New Zealand,Drinking Coco,2024-06-06,1666.46,98,17.0,6
Dotty Strutley,Australia,Almond Choco,2024-05-13,1754.11,95,18.0,5
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2024-01-31,2390.7,274,9.0,1
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2024-06-30,8546.72,41,208.0,6
Barr Faughny,Canada,Manuka Honey Choco,2024-08-25,4115.57,274,15.0,8
Gigi Bohling,New Zealand,Smooth Sliky Salty,2024-01-10,787.38,95,8.0,1
Brien Boise,USA,Manuka Honey Choco,2024-08-22,2095.78,8,262.0,8
Roddy Speechley,New Zealand,85% Dark Bars,2024-04-14,5220.8,267,20.0,4
Oby Sorrel,UK,Smooth Sliky Salty,2024-05-31,11264.45,340,33.0,5
Oby Sorrel,UK,Raspberry Choco,2024-04-08,5477.33,341,16.0,4
Roddy Speechley,USA,Drinking Coco,2024-02-21,3389.0,160,21.0,2
Andria Kimpton,Australia,Manuka Honey Choco,2024-03-30,11559.52,413,28.0,3
Mallorie Waber,India,Raspberry Choco,2024-03-02,1676.82,2,838.0,3
Jehu Rudeforth,USA,Orange Choco,2024-07-28,437.48,174,3.0,7
Kaine Padly,New Zealand,70% Dark Bites,2024-03-24,8487.63,40,212.0,3
Curtice Advani,Australia,After Nines,2024-08-11,71.99,101,1.0,8
Husein Augar,UK,Almond Choco,2024-05-17,9863.62,167,59.0,5
Kaine Padly,Canada,Choco Coated Almonds,2024-05-18,3468.53,166,21.0,5
Roddy Speechley,UK,Peanut Butter Cubes,2024-08-17,6770.35,173,39.0,8
Ches Bonnell,New Zealand,Eclairs,2024-04-04,564.14,50,11.0,4
Brien Boise,India,85% Dark Bars,2024-08-09,21044.07,210,100.0,8
Brien Boise,New Zealand,Organic Choco Syrup,2024-01-17,677.38,327,2.0,1
Andria Kimpton,Canada,White Choc,2024-02-14,4368.01,29,151.0,2
Gigi Bohling,New Zealand,Orange Choco,2024-05-16,9866.2,306,32.0,5
Ches Bonnell,Canada,Smooth Sliky Salty,2024-03-16,10723.86,125,86.0,3
Husein Augar,Canada,70% Dark Bites,2024-01-31,5443.42,284,19.0,1
Barr Faughny,Canada,Organic Choco Syrup,2024-03-10,1312.35,200,7.0,3
Oby Sorrel,UK,Organic Choco Syrup,2024-06-30,8471.68,162,52.0,6
Van Tuxwell,New Zealand,Eclairs,2024-03-01,5774.6,178,32.0,3
Mallorie Waber,UK,Drinking Coco,2024-05-27,3780.02,97,39.0,5
Oby Sorrel,UK,Milk Bars,2024-07-11,6831.03,243,28.0,7
Karlen McCaffrey,New Zealand,Mint Chip Choco,2024-03-02,4834.51,63,77.0,3
Jehu Rudeforth,USA,Raspberry Choco,2024-03-04,8119.65,143,57.0,3
Kelci Walkden,UK,85% Dark Bars,2024-06-23,4811.88,242,20.0,6
Kelci Walkden,USA,Almond Choco,2024-01-27,5930.01,252,24.0,1
Marney O'Breen,Canada,Orange Choco,2024-01-14,3040.05,426,7.0,1
Dennison Crosswaite,India,Fruit & Nut Bars,2024-07-29,1126.87,23,49.0,7
Brien Boise,Canada,Smooth Sliky Salty,2024-05-13,6051.65,490,12.0,5
Barr Faughny,Canada,Baker's Choco Chips,2024-02-03,12279.35,162,76.0,2
Brien Boise,India,Smooth Sliky Salty,2024-05-27,7091.66,28,253.0,5
Jan Morforth,Australia,Drinking Coco,2024-02-18,3160.97,25,126.0,2
Brien Boise,India,Spicy Special Slims,2024-01-28,1408.28,35,40.0,1
Van Tuxwell,UK,Eclairs,2024-06-29,5776.61,114,51.0,6
Wilone O'Kielt,India,Caramel Stuffed Bars,2024-01-13,4890.59,274,18.0,1
Jehu Rudeforth,UK,After Nines,2024-06-27,2048.13,172,12.0,6
Barr Faughny,Canada,White Choc,2024-03-29,4590.46,1,4590.0,3
Gunar Cockshoot,India,Organic Choco Syrup,2024-06-03,8665.99,162,53.0,6
Mallorie Waber,Canada,Smooth Sliky Salty,2024-03-21,2202.46,97,23.0,3
Mallorie Waber,India,Eclairs,2024-04-12,11720.11,48,244.0,4
Rafaelita Blaksland,Australia,Raspberry Choco,2024-01-19,7884.86,266,30.0,1
Karlen McCaffrey,UK,50% Dark Bites,2024-04-06,3857.88,303,13.0,4
Kaine Padly,Australia,50% Dark Bites,2024-08-02,10123.96,84,121.0,8
Gigi Bohling,Australia,Eclairs,2024-04-12,8170.88,137,60.0,4
Oby Sorrel,India,Drinking Coco,2024-07-21,19390.61,141,138.0,7
Van Tuxwell,New Zealand,Baker's Choco Chips,2024-03-22,10197.43,24,425.0,3
Husein Augar,India,Peanut Butter Cubes,2024-05-09,5188.18,5,1038.0,5
Andria Kimpton,Australia,Baker's Choco Chips,2024-08-09,350.27,117,3.0,8
Madelene Upcott,Canada,Choco Coated Almonds,2024-07-20,3766.32,300,13.0,7
Brien Boise,India,70% Dark Bites,2024-04-14,4888.37,435,11.0,4
Jehu Rudeforth,Canada,White Choc,2024-01-25,5230.36,142,37.0,1
Andria Kimpton,Australia,Almond Choco,2024-04-25,3790.18,168,23.0,4
Dotty Strutley,Canada,After Nines,2024-01-17,302.18,233,1.0,1
Karlen McCaffrey,USA,Eclairs,2024-08-15,1017.17,123,8.0,8
Karlen McCaffrey,Canada,Fruit & Nut Bars,2024-06-02,241.36,17,14.0,6
Gunar Cockshoot,USA,85% Dark Bars,2024-06-30,8347.3,138,60.0,6
Dotty Strutley,New Zealand,Raspberry Choco,2024-02-10,6291.74,88,71.0,2
Marney O'Breen,Canada,Caramel Stuffed Bars,2024-02-23,1543.77,674,2.0,2
Dennison Crosswaite,India,Organic Choco Syrup,2024-01-27,9744.5,225,43.0,1
Camilla Castle,UK,Mint Chip Choco,2024-05-26,5414.75,325,17.0,5
Brien Boise,USA,70% Dark Bites,2024-04-14,1898.07,22,86.0,4
Madelene Upcott,Australia,99% Dark & Pure,2024-08-01,4911.08,163,30.0,8
Mallorie Waber,Australia,Eclairs,2024-08-22,11293.17,219,52.0,8
Marney O'Breen,India,99% Dark & Pure,2024-07-22,12398.37,161,77.0,7
Husein Augar,USA,Fruit & Nut Bars,2024-04-28,1508.57,28,54.0,4
Kelci Walkden,Australia,Almond Choco,2024-05-30,5869.09,354,17.0,5
Ches Bonnell,USA,Milk Bars,2024-07-21,2770.47,159,17.0,7
Jan Morforth,UK,Caramel Stuffed Bars,2024-08-02,3541.73,494,7.0,8
Brien Boise,New Zealand,70% Dark Bites,2024-06-15,7624.41,139,55.0,6
Oby Sorrel,India,85% Dark Bars,2024-07-05,9928.42,130,76.0,7
Kaine Padly,New Zealand,Smooth Sliky Salty,2024-04-12,7.67,548,0.0,4
Gigi Bohling,Australia,70% Dark Bites,2024-08-18,1624.86,103,16.0,8
Jan Morforth,UK,50% Dark Bites,2024-01-12,6301.56,287,22.0,1
Gunar Cockshoot,Canada,White Choc,2024-08-11,8578.4,15,572.0,8
Jehu Rudeforth,Australia,Spicy Special Slims,2024-01-13,5573.57,372,15.0,1
Husein Augar,UK,Baker's Choco Chips,2024-04-29,3465.68,133,26.0,4
Rafaelita Blaksland,New Zealand,After Nines,2024-07-07,1245.91,90,14.0,7
Madelene Upcott,New Zealand,Mint Chip Choco,2024-03-11,8888.61,4,2222.0,3
Madelene Upcott,UK,70% Dark Bites,2024-02-16,5931.82,243,24.0,2
Barr Faughny,Australia,Organic Choco Syrup,2024-01-07,2620.66,34,77.0,1
Beverie Moffet,New Zealand,Drinking Coco,2024-01-12,1284.37,560,2.0,1
Beverie Moffet,India,Eclairs,2024-06-09,11033.61,155,71.0,6
Andria Kimpton,India,Eclairs,2024-05-16,2413.05,82,29.0,5
Gigi Bohling,UK,85% Dark Bars,2024-06-23,13136.08,90,146.0,6
Roddy Speechley,UK,Raspberry Choco,2024-01-28,14297.82,211,68.0,1
Dotty Strutley,UK,Mint Chip Choco,2024-07-14,2837.65,212,13.0,7
Barr Faughny,Canada,Drinking Coco,2024-04-18,7496.03,259,29.0,4
Oby Sorrel,USA,Milk Bars,2024-06-14,1815.29,79,23.0,6
Oby Sorrel,UK,Orange Choco,2024-04-15,8250.03,228,36.0,4
Curtice Advani,Canada,Peanut Butter Cubes,2024-05-19,5605.82,64,88.0,5
Gigi Bohling,India,White Choc,2024-04-13,1563.39,179,9.0,4
Husein Augar,Canada,Choco Coated Almonds,2024-08-15,3997.02,411,10.0,8
Wilone O'Kielt,India,Choco Coated Almonds,2024-08-22,3284.22,230,14.0,8
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2024-04-22,4609.67,58,79.0,4
Kaine Padly,UK,Choco Coated Almonds,2024-08-03,9412.06,123,77.0,8
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2024-01-04,427.36,249,2.0,1
Kelci Walkden,Canada,After Nines,2024-01-13,19449.02,204,95.0,1
Van Tuxwell,Australia,Baker's Choco Chips,2024-05-11,14122.44,32,441.0,5
Husein Augar,New Zealand,Peanut Butter Cubes,2024-02-16,2257.14,231,10.0,2
Kaine Padly,UK,Caramel Stuffed Bars,2024-05-20,11334.21,72,157.0,5
Jehu Rudeforth,UK,Drinking Coco,2024-02-03,7865.93,436,18.0,2
Beverie Moffet,India,Manuka Honey Choco,2024-05-06,11462.32,172,67.0,5
Gunar Cockshoot,UK,Choco Coated Almonds,2024-06-30,6154.53,132,47.0,6
Gunar Cockshoot,UK,Smooth Sliky Salty,2024-03-22,867.5,143,6.0,3
Camilla Castle,Canada,Orange Choco,2024-02-17,9056.1,58,156.0,2
Jehu Rudeforth,UK,85% Dark Bars,2024-07-07,6569.4,66,100.0,7
Oby Sorrel,UK,70% Dark Bites,2024-03-16,7431.0,180,41.0,3
Kelci Walkden,UK,99% Dark & Pure,2024-08-12,3672.65,124,30.0,8
Gigi Bohling,New Zealand,After Nines,2024-01-21,6464.8,189,34.0,1
Oby Sorrel,Australia,50% Dark Bites,2024-05-06,813.58,163,5.0,5
Oby Sorrel,Canada,50% Dark Bites,2024-06-24,7301.81,134,54.0,6
Barr Faughny,USA,White Choc,2024-05-05,8523.42,171,50.0,5
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2024-03-25,3822.64,85,45.0,3
Curtice Advani,Australia,Caramel Stuffed Bars,2024-02-14,10219.39,139,74.0,2
Curtice Advani,New Zealand,85% Dark Bars,2024-05-12,5798.43,206,28.0,5
Barr Faughny,New Zealand,Smooth Sliky Salty,2024-01-25,4487.01,184,24.0,1
Ches Bonnell,UK,85% Dark Bars,2024-06-28,17237.67,13,1326.0,6
Dennison Crosswaite,Australia,Drinking Coco,2024-07-13,7497.22,184,41.0,7
Roddy Speechley,USA,Milk Bars,2024-05-16,3034.06,245,12.0,5
Jan Morforth,India,After Nines,2024-03-14,6795.06,177,38.0,3
Gunar Cockshoot,USA,After Nines,2024-08-15,4273.09,280,15.0,8
Ches Bonnell,India,Orange Choco,2024-02-16,1412.6,278,5.0,2
Mallorie Waber,UK,Manuka Honey Choco,2024-06-15,9852.89,43,229.0,6
Barr Faughny,Australia,Raspberry Choco,2024-05-27,10744.23,105,102.0,5
Wilone O'Kielt,USA,Drinking Coco,2024-06-14,1213.63,101,12.0,6
Wilone O'Kielt,India,Eclairs,2024-02-25,4263.93,80,53.0,2
Wilone O'Kielt,India,After Nines,2024-08-04,13808.46,270,51.0,8
Kelci Walkden,India,99% Dark & Pure,2024-06-28,2411.93,248,10.0,6
Gunar Cockshoot,Canada,Spicy Special Slims,2024-04-05,14603.41,12,1217.0,4
Madelene Upcott,Canada,Peanut Butter Cubes,2024-07-05,17813.77,120,148.0,7
Kaine Padly,New Zealand,Eclairs,2024-01-20,14346.28,48,299.0,1
Ches Bonnell,New Zealand,Drinking Coco,2024-02-16,10009.51,144,70.0,2
Curtice Advani,UK,Drinking Coco,2024-07-12,494.27,186,3.0,7
Kelci Walkden,India,Raspberry Choco,2024-06-16,9118.67,253,36.0,6
Dotty Strutley,Australia,Choco Coated Almonds,2024-04-13,1751.26,293,6.0,4
Kaine Padly,UK,50% Dark Bites,2024-02-21,3402.47,69,49.0,2
Roddy Speechley,Canada,Choco Coated Almonds,2024-05-11,6841.28,237,29.0,5
Ches Bonnell,India,50% Dark Bites,2024-04-15,12584.46,328,38.0,4
Oby Sorrel,Canada,Peanut Butter Cubes,2024-06-07,14291.3,179,80.0,6
Oby Sorrel,UK,White Choc,2024-06-27,1998.41,303,7.0,6
Barr Faughny,India,After Nines,2024-07-29,9558.06,117,82.0,7
Wilone O'Kielt,Canada,Smooth Sliky Salty,2024-06-02,5594.84,174,32.0,6
Rafaelita Blaksland,India,Mint Chip Choco,2024-01-26,16520.75,84,197.0,1
Rafaelita Blaksland,Canada,99% Dark & Pure,2024-03-02,5545.62,139,40.0,3
Van Tuxwell,Australia,70% Dark Bites,2024-01-10,8260.58,108,76.0,1
Beverie Moffet,USA,70% Dark Bites,2024-06-27,2636.16,110,24.0,6
Barr Faughny,Canada,Orange Choco,2024-06-30,8285.38,18,460.0,6
Roddy Speechley,Australia,85% Dark Bars,2024-07-08,4590.0,78,59.0,7
Oby Sorrel,India,Spicy Special Slims,2024-06-08,13189.14,95,139.0,6
Jan Morforth,UK,Manuka Honey Choco,2024-08-18,3768.3,212,18.0,8
Kaine Padly,Australia,After Nines,2024-04-08,7962.71,293,27.0,4
Wilone O'Kielt,Canada,Fruit & Nut Bars,2024-08-08,3665.13,191,19.0,8
Wilone O'Kielt,UK,Milk Bars,2024-08-26,334.81,66,5.0,8
Oby Sorrel,Canada,Fruit & Nut Bars,2024-01-14,2187.5,159,14.0,1
Dennison Crosswaite,USA,Baker's Choco Chips,2024-08-11,18481.73,295,63.0,8
Madelene Upcott,USA,Almond Choco,2024-05-31,11863.69,24,494.0,5
Van Tuxwell,New Zealand,50% Dark Bites,2024-07-11,4332.41,10,433.0,7
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2024-03-02,3653.33,327,11.0,3
Madelene Upcott,Australia,Raspberry Choco,2024-07-13,7023.94,89,79.0,7
Rafaelita Blaksland,UK,Spicy Special Slims,2024-08-03,10001.95,132,76.0,8
Curtice Advani,UK,Peanut Butter Cubes,2024-03-01,16460.65,171,96.0,3
Kelci Walkden,New Zealand,White Choc,2024-04-13,8575.27,165,52.0,4
Beverie Moffet,Canada,Fruit & Nut Bars,2024-02-14,12191.42,177,69.0,2
Mallorie Waber,India,White Choc,2024-07-26,969.15,233,4.0,7
